filename,source_report,buffer,prefix,report_type,router,seed,ttl,delivery_prob,overhead_ratio,latency_avg,hopcount_avg,buffertime_avg
TEST_EpidemicRouter_10_120_57M_MessageStatsReport.txt,MessageStatsReport,57,TEST,MessageStatsReport,EpidemicRouter,10,120,0.6181,32.7322,4210.8241,2.5756,2482.0554
TEST_EpidemicRouter_10_120_5M_MessageStatsReport.txt,MessageStatsReport,5,TEST,MessageStatsReport,EpidemicRouter,10,120,0.3035,64.1252,3378.0737,4.1287,1180.7972
TEST_EpidemicRouter_10_120_60M_MessageStatsReport.txt,MessageStatsReport,60,TEST,MessageStatsReport,EpidemicRouter,10,120,0.613,33.1155,4202.5851,2.5746,2479.4417
TEST_EpidemicRouter_10_120_77M_MessageStatsReport.txt,MessageStatsReport,77,TEST,MessageStatsReport,EpidemicRouter,10,120,0.6148,32.9169,4199.6896,2.5707,2483.9055
TEST_EpidemicRouter_10_120_92M_MessageStatsReport.txt,MessageStatsReport,92,TEST,MessageStatsReport,EpidemicRouter,10,120,0.6148,32.9169,4199.6896,2.5707,2483.9055
TEST_EpidemicRouter_10_120_9M_MessageStatsReport.txt,MessageStatsReport,9,TEST,MessageStatsReport,EpidemicRouter,10,120,0.4548,43.8929,3832.2543,3.2501,1742.621
TEST_EpidemicRouter_10_133_100M_MessageStatsReport.txt,MessageStatsReport,100,TEST,MessageStatsReport,EpidemicRouter,10,133,0.6429,31.884,4592.9947,2.5342,2748.5314
TEST_EpidemicRouter_10_133_15M_MessageStatsReport.txt,MessageStatsReport,15,TEST,MessageStatsReport,EpidemicRouter,10,133,0.5767,35.4376,4444.2772,2.7639,2348.9902
TEST_EpidemicRouter_10_133_22M_MessageStatsReport.txt,MessageStatsReport,22,TEST,MessageStatsReport,EpidemicRouter,10,133,0.6283,32.5187,4568.0533,2.6202,2612.7115
TEST_EpidemicRouter_10_133_34M_MessageStatsReport.txt,MessageStatsReport,34,TEST,MessageStatsReport,EpidemicRouter,10,133,0.6409,31.9974,4582.1655,2.5483,2730.8503
TEST_EpidemicRouter_10_133_43M_MessageStatsReport.txt,MessageStatsReport,43,TEST,MessageStatsReport,EpidemicRouter,10,133,0.6421,31.946,4581.1997,2.5298,2739.7747
TEST_EpidemicRouter_10_133_57M_MessageStatsReport.txt,MessageStatsReport,57,TEST,MessageStatsReport,EpidemicRouter,10,133,0.6438,31.7713,4578.578,2.5285,2749.6574
TEST_EpidemicRouter_10_133_5M_MessageStatsReport.txt,MessageStatsReport,5,TEST,MessageStatsReport,EpidemicRouter,10,133,0.3037,64.8826,3590.2771,4.1773,1221.1384
TEST_EpidemicRouter_10_133_60M_MessageStatsReport.txt,MessageStatsReport,60,TEST,MessageStatsReport,EpidemicRouter,10,133,0.6418,31.9489,4598.251,2.5358,2747.9918
TEST_EpidemicRouter_10_133_77M_MessageStatsReport.txt,MessageStatsReport,77,TEST,MessageStatsReport,EpidemicRouter,10,133,0.6429,31.884,4592.9947,2.5342,2748.5314
TEST_EpidemicRouter_10_133_92M_MessageStatsReport.txt,MessageStatsReport,92,TEST,MessageStatsReport,EpidemicRouter,10,133,0.6429,31.884,4592.9947,2.5342,2748.5314
TEST_EpidemicRouter_10_133_9M_MessageStatsReport.txt,MessageStatsReport,9,TEST,MessageStatsReport,EpidemicRouter,10,133,0.4542,44.4081,4120.8201,3.3263,1827.9859
TEST_EpidemicRouter_10_154_100M_MessageStatsReport.txt,MessageStatsReport,100,TEST,MessageStatsReport,EpidemicRouter,10,154,0.6808,30.3746,5175.6151,2.4836,3168.2725
TEST_EpidemicRouter_10_154_15M_MessageStatsReport.txt,MessageStatsReport,15,TEST,MessageStatsReport,EpidemicRouter,10,154,0.5855,35.2933,4930.0861,2.836,2577.4345
TEST_EpidemicRouter_10_154_22M_MessageStatsReport.txt,MessageStatsReport,22,TEST,MessageStatsReport,EpidemicRouter,10,154,0.6521,31.7982,5100.4688,2.5858,2932.6253
TEST_EpidemicRouter_10_154_34M_MessageStatsReport.txt,MessageStatsReport,34,TEST,MessageStatsReport,EpidemicRouter,10,154,0.6728,30.8195,5149.2722,2.4975,3134.1627
TEST_EpidemicRouter_10_154_43M_MessageStatsReport.txt,MessageStatsReport,43,TEST,MessageStatsReport,EpidemicRouter,10,154,0.6831,30.3316,5172.25,2.5059,3164.4692
TEST_EpidemicRouter_10_154_57M_MessageStatsReport.txt,MessageStatsReport,57,TEST,MessageStatsReport,EpidemicRouter,10,154,0.6806,30.4151,5185.0481,2.4813,3173.6217
TEST_EpidemicRouter_10_154_5M_MessageStatsReport.txt,MessageStatsReport,5,TEST,MessageStatsReport,EpidemicRouter,10,154,0.2938,68.2769,3847.1843,4.2505,1285.2849
TEST_EpidemicRouter_10_154_60M_MessageStatsReport.txt,MessageStatsReport,60,TEST,MessageStatsReport,EpidemicRouter,10,154,0.6805,30.4324,5169.101,2.4808,3177.6969
TEST_EpidemicRouter_10_154_77M_MessageStatsReport.txt,MessageStatsReport,77,TEST,MessageStatsReport,EpidemicRouter,10,154,0.6808,30.3746,5175.6151,2.4836,3168.2725
TEST_EpidemicRouter_10_154_92M_MessageStatsReport.txt,MessageStatsReport,92,TEST,MessageStatsReport,EpidemicRouter,10,154,0.6808,30.3746,5175.6151,2.4836,3168.2725
TEST_EpidemicRouter_10_154_9M_MessageStatsReport.txt,MessageStatsReport,9,TEST,MessageStatsReport,EpidemicRouter,10,154,0.4437,46.298,4450.8744,3.408,1941.1713
TEST_EpidemicRouter_10_168_100M_MessageStatsReport.txt,MessageStatsReport,100,TEST,MessageStatsReport,EpidemicRouter,10,168,0.7066,29.4367,5550.2904,2.4455,3466.1694
TEST_EpidemicRouter_10_168_15M_MessageStatsReport.txt,MessageStatsReport,15,TEST,MessageStatsReport,EpidemicRouter,10,168,0.5857,35.6918,5179.0614,2.8316,2700.4595
TEST_EpidemicRouter_10_168_22M_MessageStatsReport.txt,MessageStatsReport,22,TEST,MessageStatsReport,EpidemicRouter,10,168,0.6658,31.3846,5420.1593,2.575,3136.7789
TEST_EpidemicRouter_10_168_34M_MessageStatsReport.txt,MessageStatsReport,34,TEST,MessageStatsReport,EpidemicRouter,10,168,0.7013,29.7385,5534.3882,2.4629,3397.3299
TEST_EpidemicRouter_10_168_43M_MessageStatsReport.txt,MessageStatsReport,43,TEST,MessageStatsReport,EpidemicRouter,10,168,0.7085,29.4393,5567.1614,2.4723,3441.972
TEST_EpidemicRouter_10_168_57M_MessageStatsReport.txt,MessageStatsReport,57,TEST,MessageStatsReport,EpidemicRouter,10,168,0.7094,29.3268,5550.343,2.4464,3459.0094
TEST_EpidemicRouter_10_168_5M_MessageStatsReport.txt,MessageStatsReport,5,TEST,MessageStatsReport,EpidemicRouter,10,168,0.2964,68.1742,4075.2102,4.3376,1323.0507
TEST_EpidemicRouter_10_168_60M_MessageStatsReport.txt,MessageStatsReport,60,TEST,MessageStatsReport,EpidemicRouter,10,168,0.7088,29.414,5555.2273,2.4534,3454.016
TEST_EpidemicRouter_10_168_77M_MessageStatsReport.txt,MessageStatsReport,77,TEST,MessageStatsReport,EpidemicRouter,10,168,0.7066,29.4367,5550.2904,2.4455,3466.1694
TEST_EpidemicRouter_10_168_92M_MessageStatsReport.txt,MessageStatsReport,92,TEST,MessageStatsReport,EpidemicRouter,10,168,0.7066,29.4367,5550.2904,2.4455,3466.1694
TEST_EpidemicRouter_10_168_9M_MessageStatsReport.txt,MessageStatsReport,9,TEST,MessageStatsReport,EpidemicRouter,10,168,0.4457,46.4373,4642.8939,3.4457,2002.3336
TEST_EpidemicRouter_10_180_100M_MessageStatsReport.txt,MessageStatsReport,100,TEST,MessageStatsReport,EpidemicRouter,10,180,0.7244,28.9521,5872.4302,2.4181,3697.3143
TEST_EpidemicRouter_10_180_15M_MessageStatsReport.txt,MessageStatsReport,15,TEST,MessageStatsReport,EpidemicRouter,10,180,0.5895,35.5259,5419.7929,2.8755,2809.7157
TEST_EpidemicRouter_10_180_22M_MessageStatsReport.txt,MessageStatsReport,22,TEST,MessageStatsReport,EpidemicRouter,10,180,0.6757,31.1385,5692.8851,2.5834,3288.3134
TEST_EpidemicRouter_10_180_34M_MessageStatsReport.txt,MessageStatsReport,34,TEST,MessageStatsReport,EpidemicRouter,10,180,0.7162,29.2524,5848.8489,2.4515,3615.1924
TEST_EpidemicRouter_10_180_43M_MessageStatsReport.txt,MessageStatsReport,43,TEST,MessageStatsReport,EpidemicRouter,10,180,0.7182,29.1636,5837.0839,2.4335,3677.506
TEST_EpidemicRouter_10_180_57M_MessageStatsReport.txt,MessageStatsReport,57,TEST,MessageStatsReport,EpidemicRouter,10,180,0.7243,28.8456,5853.8706,2.4087,3698.8333
TEST_EpidemicRouter_10_180_5M_MessageStatsReport.txt,MessageStatsReport,5,TEST,MessageStatsReport,EpidemicRouter,10,180,0.2936,69.257,4154.6434,4.3067,1355.0898
TEST_EpidemicRouter_10_180_60M_MessageStatsReport.txt,MessageStatsReport,60,TEST,MessageStatsReport,EpidemicRouter,10,180,0.7217,28.9555,5876.4446,2.4172,3697.844
TEST_EpidemicRouter_10_180_77M_MessageStatsReport.txt,MessageStatsReport,77,TEST,MessageStatsReport,EpidemicRouter,10,180,0.7244,28.9521,5872.4302,2.4181,3697.3143
TEST_EpidemicRouter_10_180_92M_MessageStatsReport.txt,MessageStatsReport,92,TEST,MessageStatsReport,EpidemicRouter,10,180,0.7244,28.9521,5872.4302,2.4181,3697.3143
TEST_EpidemicRouter_10_180_9M_MessageStatsReport.txt,MessageStatsReport,9,TEST,MessageStatsReport,EpidemicRouter,10,180,0.4362,48.0246,4836.0411,3.5248,2043.6289
TEST_EpidemicRouter_10_220_100M_MessageStatsReport.txt,MessageStatsReport,100,TEST,MessageStatsReport,EpidemicRouter,10,220,0.7687,27.747,6825.0536,2.3383,4494.0802
TEST_EpidemicRouter_10_220_15M_MessageStatsReport.txt,MessageStatsReport,15,TEST,MessageStatsReport,EpidemicRouter,10,220,0.5742,37.7311,6050.2874,2.9837,3030.0002
TEST_EpidemicRouter_10_220_22M_MessageStatsReport.txt,MessageStatsReport,22,TEST,MessageStatsReport,EpidemicRouter,10,220,0.6806,31.675,6500.9142,2.5972,3708.3013
TEST_EpidemicRouter_10_220_34M_MessageStatsReport.txt,MessageStatsReport,34,TEST,MessageStatsReport,EpidemicRouter,10,220,0.7492,28.539,6816.2337,2.3912,4251.021
TEST_EpidemicRouter_10_220_43M_MessageStatsReport.txt,MessageStatsReport,43,TEST,MessageStatsReport,EpidemicRouter,10,220,0.7632,27.9264,6860.4297,2.3646,4399.9126
TEST_EpidemicRouter_10_220_57M_MessageStatsReport.txt,MessageStatsReport,57,TEST,MessageStatsReport,EpidemicRouter,10,220,0.7663,27.8682,6833.7191,2.3449,4452.5052
TEST_EpidemicRouter_10_220_5M_MessageStatsReport.txt,MessageStatsReport,5,TEST,MessageStatsReport,EpidemicRouter,10,220,0.2812,75.5187,4548.948,4.3371,1417.6143
TEST_EpidemicRouter_10_220_60M_MessageStatsReport.txt,MessageStatsReport,60,TEST,MessageStatsReport,EpidemicRouter,10,220,0.7678,27.7794,6828.4348,2.3535,4464.0125
TEST_EpidemicRouter_10_220_77M_MessageStatsReport.txt,MessageStatsReport,77,TEST,MessageStatsReport,EpidemicRouter,10,220,0.7663,27.7886,6854.0261,2.347,4476.2629
TEST_EpidemicRouter_10_220_92M_MessageStatsReport.txt,MessageStatsReport,92,TEST,MessageStatsReport,EpidemicRouter,10,220,0.7659,27.9166,6881.869,2.3482,4471.3365
TEST_EpidemicRouter_10_220_9M_MessageStatsReport.txt,MessageStatsReport,9,TEST,MessageStatsReport,EpidemicRouter,10,220,0.4154,53.498,5141.5692,3.6764,2100.3839
TEST_EpidemicRouter_10_240_100M_MessageStatsReport.txt,MessageStatsReport,100,TEST,MessageStatsReport,EpidemicRouter,10,240,0.7898,27.1404,7329.8041,2.3148,4862.6916
TEST_EpidemicRouter_10_240_15M_MessageStatsReport.txt,MessageStatsReport,15,TEST,MessageStatsReport,EpidemicRouter,10,240,0.5664,39.2854,6293.0176,3.0201,3083.6195
TEST_EpidemicRouter_10_240_22M_MessageStatsReport.txt,MessageStatsReport,22,TEST,MessageStatsReport,EpidemicRouter,10,240,0.6821,31.9727,6886.1082,2.6362,3873.7002
TEST_EpidemicRouter_10_240_34M_MessageStatsReport.txt,MessageStatsReport,34,TEST,MessageStatsReport,EpidemicRouter,10,240,0.7576,28.4051,7219.5703,2.3784,4549.0381
TEST_EpidemicRouter_10_240_43M_MessageStatsReport.txt,MessageStatsReport,43,TEST,MessageStatsReport,EpidemicRouter,10,240,0.7781,27.8381,7272.0959,2.3342,4719.9707
TEST_EpidemicRouter_10_240_57M_MessageStatsReport.txt,MessageStatsReport,57,TEST,MessageStatsReport,EpidemicRouter,10,240,0.7851,27.3571,7293.3349,2.312,4831.3031
TEST_EpidemicRouter_10_240_5M_MessageStatsReport.txt,MessageStatsReport,5,TEST,MessageStatsReport,EpidemicRouter,10,240,0.2831,76.5078,4684.8713,4.4332,1436.5327
TEST_EpidemicRouter_10_240_60M_MessageStatsReport.txt,MessageStatsReport,60,TEST,MessageStatsReport,EpidemicRouter,10,240,0.7844,27.4837,7294.1068,2.3036,4833.4063
TEST_EpidemicRouter_10_240_77M_MessageStatsReport.txt,MessageStatsReport,77,TEST,MessageStatsReport,EpidemicRouter,10,240,0.7872,27.3361,7322.4988,2.2996,4853.2056
TEST_EpidemicRouter_10_240_92M_MessageStatsReport.txt,MessageStatsReport,92,TEST,MessageStatsReport,EpidemicRouter,10,240,0.786,27.3804,7330.5314,2.3089,4856.1522
TEST_EpidemicRouter_10_240_9M_MessageStatsReport.txt,MessageStatsReport,9,TEST,MessageStatsReport,EpidemicRouter,10,240,0.405,56.3176,5343.7492,3.7846,2110.5094
TEST_EpidemicRouter_10_275_100M_MessageStatsReport.txt,MessageStatsReport,100,TEST,MessageStatsReport,EpidemicRouter,10,275,0.8125,26.9777,8101.1605,2.2565,5471.7981
TEST_EpidemicRouter_10_275_15M_MessageStatsReport.txt,MessageStatsReport,15,TEST,MessageStatsReport,EpidemicRouter,10,275,0.5422,42.911,6532.0719,3.123,3117.4628
TEST_EpidemicRouter_10_275_22M_MessageStatsReport.txt,MessageStatsReport,22,TEST,MessageStatsReport,EpidemicRouter,10,275,0.6703,33.5154,7394.6437,2.6567,4089.6591
TEST_EpidemicRouter_10_275_34M_MessageStatsReport.txt,MessageStatsReport,34,TEST,MessageStatsReport,EpidemicRouter,10,275,0.7637,29.0006,7855.0142,2.3682,4936.7998
TEST_EpidemicRouter_10_275_43M_MessageStatsReport.txt,MessageStatsReport,43,TEST,MessageStatsReport,EpidemicRouter,10,275,0.7975,27.5777,8001.3751,2.3098,5230.2352
TEST_EpidemicRouter_10_275_57M_MessageStatsReport.txt,MessageStatsReport,57,TEST,MessageStatsReport,EpidemicRouter,10,275,0.807,27.1551,8080.3531,2.2621,5420.2503
TEST_EpidemicRouter_10_275_5M_MessageStatsReport.txt,MessageStatsReport,5,TEST,MessageStatsReport,EpidemicRouter,10,275,0.2761,81.8604,4968.5732,4.6013,1429.8605
TEST_EpidemicRouter_10_275_60M_MessageStatsReport.txt,MessageStatsReport,60,TEST,MessageStatsReport,EpidemicRouter,10,275,0.8079,27.135,8063.8933,2.2551,5438.9569
TEST_EpidemicRouter_10_275_77M_MessageStatsReport.txt,MessageStatsReport,77,TEST,MessageStatsReport,EpidemicRouter,10,275,0.8102,26.9799,8116.7336,2.2687,5495.4768
TEST_EpidemicRouter_10_275_92M_MessageStatsReport.txt,MessageStatsReport,92,TEST,MessageStatsReport,EpidemicRouter,10,275,0.8134,26.9225,8098.9012,2.2627,5492.5885
TEST_EpidemicRouter_10_275_9M_MessageStatsReport.txt,MessageStatsReport,9,TEST,MessageStatsReport,EpidemicRouter,10,275,0.3907,61.4189,5515.177,3.9058,2096.1664
TEST_EpidemicRouter_10_290_100M_MessageStatsReport.txt,MessageStatsReport,100,TEST,MessageStatsReport,EpidemicRouter,10,290,0.8269,26.7001,8457.5319,2.2457,5735.8592
TEST_EpidemicRouter_10_290_15M_MessageStatsReport.txt,MessageStatsReport,15,TEST,MessageStatsReport,EpidemicRouter,10,290,0.5328,44.5933,6658.339,3.1602,3116.0743
TEST_EpidemicRouter_10_290_22M_MessageStatsReport.txt,MessageStatsReport,22,TEST,MessageStatsReport,EpidemicRouter,10,290,0.6679,33.8984,7592.0492,2.6959,4150.5824
TEST_EpidemicRouter_10_290_34M_MessageStatsReport.txt,MessageStatsReport,34,TEST,MessageStatsReport,EpidemicRouter,10,290,0.7746,28.8197,8224.1197,2.4069,5085.349
TEST_EpidemicRouter_10_290_43M_MessageStatsReport.txt,MessageStatsReport,43,TEST,MessageStatsReport,EpidemicRouter,10,290,0.804,27.5397,8340.5858,2.295,5445.2921
TEST_EpidemicRouter_10_290_57M_MessageStatsReport.txt,MessageStatsReport,57,TEST,MessageStatsReport,EpidemicRouter,10,290,0.8214,27.0567,8427.4095,2.2557,5622.6983
TEST_EpidemicRouter_10_290_5M_MessageStatsReport.txt,MessageStatsReport,5,TEST,MessageStatsReport,EpidemicRouter,10,290,0.2689,85.8823,5035.2604,4.6572,1422.3552
TEST_EpidemicRouter_10_290_60M_MessageStatsReport.txt,MessageStatsReport,60,TEST,MessageStatsReport,EpidemicRouter,10,290,0.8217,27.0017,8407.7844,2.2549,5646.0025
TEST_EpidemicRouter_10_290_77M_MessageStatsReport.txt,MessageStatsReport,77,TEST,MessageStatsReport,EpidemicRouter,10,290,0.8211,26.8742,8385.8207,2.2381,5728.1549
TEST_EpidemicRouter_10_290_92M_MessageStatsReport.txt,MessageStatsReport,92,TEST,MessageStatsReport,EpidemicRouter,10,290,0.8216,26.8737,8386.623,2.2369,5741.3165
TEST_EpidemicRouter_10_290_9M_MessageStatsReport.txt,MessageStatsReport,9,TEST,MessageStatsReport,EpidemicRouter,10,290,0.3828,64.1065,5601.2756,3.9739,2084.7054
TEST_EpidemicRouter_10_300_100M_MessageStatsReport.txt,MessageStatsReport,100,TEST,MessageStatsReport,EpidemicRouter,10,300,0.825,26.9744,8589.2745,2.2317,5913.4102
TEST_EpidemicRouter_10_300_15M_MessageStatsReport.txt,MessageStatsReport,15,TEST,MessageStatsReport,EpidemicRouter,10,300,0.5285,45.3139,6637.872,3.1908,3135.4667
TEST_EpidemicRouter_10_300_22M_MessageStatsReport.txt,MessageStatsReport,22,TEST,MessageStatsReport,EpidemicRouter,10,300,0.6595,34.8357,7644.8595,2.7102,4182.8017
TEST_EpidemicRouter_10_300_34M_MessageStatsReport.txt,MessageStatsReport,34,TEST,MessageStatsReport,EpidemicRouter,10,300,0.77,29.2361,8325.4958,2.3774,5173.5744
TEST_EpidemicRouter_10_300_43M_MessageStatsReport.txt,MessageStatsReport,43,TEST,MessageStatsReport,EpidemicRouter,10,300,0.8038,27.7104,8542.951,2.2929,5533.6609
TEST_EpidemicRouter_10_300_57M_MessageStatsReport.txt,MessageStatsReport,57,TEST,MessageStatsReport,EpidemicRouter,10,300,0.821,27.1308,8597.4576,2.2432,5788.6595
TEST_EpidemicRouter_10_300_5M_MessageStatsReport.txt,MessageStatsReport,5,TEST,MessageStatsReport,EpidemicRouter,10,300,0.2693,87.6265,5181.1723,4.7272,1410.173
TEST_EpidemicRouter_10_300_60M_MessageStatsReport.txt,MessageStatsReport,60,TEST,MessageStatsReport,EpidemicRouter,10,300,0.8211,27.1331,8608.8585,2.2414,5823.2689
TEST_EpidemicRouter_10_300_77M_MessageStatsReport.txt,MessageStatsReport,77,TEST,MessageStatsReport,EpidemicRouter,10,300,0.8287,26.881,8654.2255,2.2356,5878.623
TEST_EpidemicRouter_10_300_92M_MessageStatsReport.txt,MessageStatsReport,92,TEST,MessageStatsReport,EpidemicRouter,10,300,0.8299,26.8292,8645.6937,2.2331,5887.5317
TEST_EpidemicRouter_10_300_9M_MessageStatsReport.txt,MessageStatsReport,9,TEST,MessageStatsReport,EpidemicRouter,10,300,0.3803,66.1141,5633.9475,4.0708,2052.8152
TEST_EpidemicRouter_10_60_100M_MessageStatsReport.txt,MessageStatsReport,100,TEST,MessageStatsReport,EpidemicRouter,10,60,0.4054,45.2487,2257.6509,2.7867,1269.465
TEST_EpidemicRouter_10_60_15M_MessageStatsReport.txt,MessageStatsReport,15,TEST,MessageStatsReport,EpidemicRouter,10,60,0.4053,45.2819,2251.5387,2.7629,1256.3659
TEST_EpidemicRouter_10_60_22M_MessageStatsReport.txt,MessageStatsReport,22,TEST,MessageStatsReport,EpidemicRouter,10,60,0.4061,45.1703,2251.4999,2.7525,1269.4803
TEST_EpidemicRouter_10_60_34M_MessageStatsReport.txt,MessageStatsReport,34,TEST,MessageStatsReport,EpidemicRouter,10,60,0.4054,45.2487,2257.6509,2.7867,1269.465
TEST_EpidemicRouter_10_60_43M_MessageStatsReport.txt,MessageStatsReport,43,TEST,MessageStatsReport,EpidemicRouter,10,60,0.4054,45.2487,2257.6509,2.7867,1269.465
TEST_EpidemicRouter_10_60_57M_MessageStatsReport.txt,MessageStatsReport,57,TEST,MessageStatsReport,EpidemicRouter,10,60,0.4054,45.2487,2257.6509,2.7867,1269.465
TEST_EpidemicRouter_10_60_5M_MessageStatsReport.txt,MessageStatsReport,5,TEST,MessageStatsReport,EpidemicRouter,10,60,0.2967,59.4669,2112.6681,3.4212,905.6049
TEST_EpidemicRouter_10_60_60M_MessageStatsReport.txt,MessageStatsReport,60,TEST,MessageStatsReport,EpidemicRouter,10,60,0.4054,45.2487,2257.6509,2.7867,1269.465
TEST_EpidemicRouter_10_60_77M_MessageStatsReport.txt,MessageStatsReport,77,TEST,MessageStatsReport,EpidemicRouter,10,60,0.4054,45.2487,2257.6509,2.7867,1269.465
TEST_EpidemicRouter_10_60_92M_MessageStatsReport.txt,MessageStatsReport,92,TEST,MessageStatsReport,EpidemicRouter,10,60,0.4054,45.2487,2257.6509,2.7867,1269.465
TEST_EpidemicRouter_10_60_9M_MessageStatsReport.txt,MessageStatsReport,9,TEST,MessageStatsReport,EpidemicRouter,10,60,0.3813,47.8822,2219.059,2.9122,1157.803
TEST_EpidemicRouter_10_83_100M_MessageStatsReport.txt,MessageStatsReport,100,TEST,MessageStatsReport,EpidemicRouter,10,83,0.502,38.6825,3022.4688,2.6873,1729.6115
TEST_EpidemicRouter_10_83_15M_MessageStatsReport.txt,MessageStatsReport,15,TEST,MessageStatsReport,EpidemicRouter,10,83,0.4844,40.106,3008.0149,2.7581,1661.3885
TEST_EpidemicRouter_10_83_22M_MessageStatsReport.txt,MessageStatsReport,22,TEST,MessageStatsReport,EpidemicRouter,10,83,0.4982,38.9533,3011.5504,2.6923,1725.1571
TEST_EpidemicRouter_10_83_34M_MessageStatsReport.txt,MessageStatsReport,34,TEST,MessageStatsReport,EpidemicRouter,10,83,0.5,38.7896,3025.652,2.6801,1729.1411
TEST_EpidemicRouter_10_83_43M_MessageStatsReport.txt,MessageStatsReport,43,TEST,MessageStatsReport,EpidemicRouter,10,83,0.502,38.6825,3022.4688,2.6873,1729.6115
TEST_EpidemicRouter_10_83_57M_MessageStatsReport.txt,MessageStatsReport,57,TEST,MessageStatsReport,EpidemicRouter,10,83,0.502,38.6825,3022.4688,2.6873,1729.6115
TEST_EpidemicRouter_10_83_5M_MessageStatsReport.txt,MessageStatsReport,5,TEST,MessageStatsReport,EpidemicRouter,10,83,0.3042,61.0738,2683.003,3.7371,1030.864
TEST_EpidemicRouter_10_83_60M_MessageStatsReport.txt,MessageStatsReport,60,TEST,MessageStatsReport,EpidemicRouter,10,83,0.502,38.6825,3022.4688,2.6873,1729.6115
TEST_EpidemicRouter_10_83_77M_MessageStatsReport.txt,MessageStatsReport,77,TEST,MessageStatsReport,EpidemicRouter,10,83,0.502,38.6825,3022.4688,2.6873,1729.6115
TEST_EpidemicRouter_10_83_92M_MessageStatsReport.txt,MessageStatsReport,92,TEST,MessageStatsReport,EpidemicRouter,10,83,0.502,38.6825,3022.4688,2.6873,1729.6115
TEST_EpidemicRouter_10_83_9M_MessageStatsReport.txt,MessageStatsReport,9,TEST,MessageStatsReport,EpidemicRouter,10,83,0.433,44.4471,2939.8065,3.0135,1426.5763
TEST_EpidemicRouter_21_104_100M_MessageStatsReport.txt,MessageStatsReport,100,TEST,MessageStatsReport,EpidemicRouter,21,104,0.5746,34.5579,3696.8673,2.6264,2160.5754
TEST_EpidemicRouter_21_104_15M_MessageStatsReport.txt,MessageStatsReport,15,TEST,MessageStatsReport,EpidemicRouter,21,104,0.5434,36.412,3649.7379,2.7261,1980.7033
